Facility_ID,Facility_Name,CO2e_kt,Unit_Count,direct_use_heat_breakeven_price_USD_per_MMBTU,geophires_summary,Unit_Temp_degC,Temp_3000m,Temp_plus15C_Available_3000m,Latitude,Longitude,Temp_Gradient_degC_per_km
1004208,BASF CORP - GEISMAR SITE,603.0,36,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",260.0,125,false,30.2,-91.0,37.5
1004765,NUGEN ENERGY LLC,600.0,12,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",233.0,125,false,43.43,-97.26,37.5
1008023,TAMINCO US LLC,589.0,120,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",260.0,125,false,30.59,-87.14,37.5
1001762,"Midwest Recycled & Coated Containerboard, LLC",559.0,20,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",150.0,100,false,44.27,-88.3,37.5
1005803,"The San Antonio Refinery, LLC",554.0,126,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",220.0,125,false,29.35,-98.46,37.5
1005960,QUAD CNTY CORN PROCESSORS,549.0,33,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",233.0,125,false,42.48,-95.42,37.5
1007830,Poet Bioprocessing-Bingham Lake,545.0,33,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",233.0,125,false,43.9,-95.05,37.5
1006520,"Cascades Tissue Group-Oregon, a division of Cascades Holding US Inc",538.0,69,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",150.0,100,false,45.85,-122.8,37.5
1006055,"STERLING ETHANOL, LLC",532.0,33,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",233.0,125,false,40.64,-103.19,37.5
1007093,"Fox River Valley Ethanol, LLC",530.0,34,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",233.0,100,false,43.98,-88.65,37.5
1005293,NEENAH PAPER INC - WHITING MILL,524.0,108,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",150.0,100,false,44.48,-89.57,37.5
1007264,ALTO MAGIC VALLEY LLC,521.0,33,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",233.0,125,false,42.52,-113.82,37.5
1010763,"Outokumpu Stainless USA, LLC",519.0,27,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",180.0,125,false,31.15,-87.99,37.5
1007262,"Pelican Renewables, LLC",505.0,33,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",233.0,150,false,37.94,-121.34,37.5
1007348,Optimus Steel LLC,500.0,33,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",180.0,125,false,30.08,-94.07,37.5
1006552,PureField Ingredients LLC,492.0,26,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",233.0,125,false,38.9,-98.84,37.5
1013382,Natgasoline LLC,490.0,12,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",260.0,125,false,30.03,-94.06,37.5
1005476,MID AMERICA AGRI PRODUCTS WHEATLAND LLC,478.0,33,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",233.0,125,false,40.85,-101.54,37.5
1005675,JX NIPPON CHEMICAL TEXAS INC,477.0,33,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",220.0,125,false,29.61,-95.05,37.5
1004183,"CF Industries Nitrogen, LLC - Yazoo City Facility",463.0,6,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",260.0,125,false,32.93,-90.41,37.5
1005947,Dixie Chemical Company,456.0,33,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",260.0,125,false,29.61,-95.05,37.5
1006448,Silver Eagle Refining-Woods Cross,448.0,63,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",220.0,125,false,40.87,-111.91,37.5
1004985,TAMINCO US LLC,394.0,24,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",260.0,125,false,30.25,-91.09,37.5
1004731,GREEN PLAINS OTTER TAIL LLC,375.0,15,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",233.0,100,false,46.31,-96.13,37.5
1006423,WestRock Converting LLC - Missisquoi Mill,366.0,247,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",150.0,100,false,44.91,-72.98,37.5
1004713,Poet Biorefining-Big Stone,339.0,12,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",233.0,100,false,45.3,-96.51,37.5
1006274,EXXONMOBIL CHEMICAL MONT BELVIEU PLASTICS PLANT,335.0,34,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",260.0,125,false,29.87,-94.91,37.5
1004714,MCA BEAUMONT SITE,332.0,28,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",260.0,125,false,30.01,-94.03,37.5
1004761,ACE ETHANOL LLC,331.0,15,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",233.0,100,false,44.96,-90.96,37.5
1005800,TAMCO,311.0,33,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",180.0,150,false,34.1,-117.53,37.5
1004732,AMERICAN ACRYL PASADENA,310.0,15,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",260.0,125,false,29.62,-95.07,37.5
1005523,"KMTEX, LLC",296.0,33,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",260.0,125,false,29.83,-93.97,37.5
1005970,NEWARK AMERICA,292.0,125,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",150.0,100,false,42.56,-71.85,37.5
1008767,"Irving Tissue, Inc. Fort Edward Facility",292.0,120,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",150.0,100,false,43.27,-73.59,37.5
1007523,"Chief Ethanol Fuels, Inc.",284.0,38,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",233.0,125,false,40.75,-99.77,37.5
1005768,WESTROCK CONVERTING COMPANY - STROUDSBURG MILL,279.0,162,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",150.0,100,false,41.0,-75.15,37.5
1006144,NUCOR STEEL JACKSON INC,259.0,33,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",180.0,125,false,32.31,-90.14,37.5
1005284,AGRI ENERGY LLC,258.0,33,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",260.0,125,false,43.65,-96.22,37.5
1006708,CMC Steel New Jersey,257.0,33,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",180.0,100,false,40.48,-74.32,37.5
1011175,"Seven Hills Paperboard, LLC",233.0,234,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",150.0,100,false,37.4,-79.13,37.5
1004526,POET Biorefining-Chancellor,220.0,18,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",233.0,125,false,43.37,-96.96,37.5
1011577,"Seaboard Energy California, LLC",208.0,21,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",233.0,125,false,36.92,-119.98,37.5
1006120,EQUISTAR CHEMICALS LP MATAGOR DA FACILITY,205.0,78,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",260.0,125,false,28.79,-95.94,37.5
1004961,Sonoco Hutchinson,200.0,42,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",150.0,125,false,38.05,-97.89,37.5
1006416,BEAUMONT POLYETHYLENE PLANT,168.0,33,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",260.0,125,false,30.06,-94.22,37.5
1004036,CARPENTER TECHNOLOGY,127.0,72,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",180.0,100,false,40.36,-75.94,37.5
1010774,Valero Wilmington Asphalt Plant,122.0,66,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",220.0,150,false,33.8,-118.24,37.5
1013816,MEGlobal Oyster Creek,119.0,12,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",260.0,125,false,28.98,-95.33,37.5
1011837,Olin Chlor Alkali Products,108.0,18,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",177.0,125,false,30.24,-91.11,37.5
1004626,"PRATT PAPER (NY), INC.",99.0,6,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",150.0,100,false,40.59,-74.2,37.5
1013164,ERCO Worldwide (USA) Inc,96.0,59,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",177.0,100,false,44.34,-89.89,37.5
1004288,PINNACLE ETHANOL LLC d/b/a POET BIOREFINING - CORNING,95.0,6,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",233.0,125,false,40.97,-94.8,37.5
1004608,Valero Jefferson Plant,86.0,3,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",233.0,100,false,43.04,-88.79,37.5
1004215,Cleveland-Cliffs Steelton LLC,78.0,9,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",180.0,100,false,40.23,-76.85,37.5
1004222,Essity Professional Hygiene North America LLC,73.0,30,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",150.0,100,false,44.21,-88.46,37.5
1013279,Cascades Tissue Group Wisconsin Inc,72.0,30,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",150.0,100,false,44.83,-91.51,37.5
1004459,WYOMING REFINING COMPANY,68.0,5,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",220.0,125,false,43.85,-104.21,37.5
1002733,"Brunswick Cellulose, Inc.",60.0,460,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",150.0,125,false,31.17,-81.52,37.5
1013265,"NE Nitro Geneva, LLC",55.0,11,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",260.0,125,false,40.54,-97.58,37.5
1000230,Blue Ridge Paper Products LLC,52.0,682,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",150.0,100,false,35.54,-82.84,37.5
1004017,CASCADE PACIFIC PULP HALSEY PULP MILL,44.0,221,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",150.0,125,false,44.38,-123.16,37.5
1004259,STRUCTURAL METALS INC,40.0,3,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",180.0,125,false,29.57,-98.03,37.5
1003501,EVERGREEN PACKAGING-PINE BLUFF,37.0,555,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",150.0,125,false,34.22,-91.91,37.5
1001995,SAPPI CLOQUET LLC,35.0,149,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",150.0,100,false,46.72,-92.43,37.5
1001807,"RAYONIER PERFORMANCE FIBERS LLC, JESUP MILL",35.0,334,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",150.0,125,false,31.66,-81.84,37.5
1004024,WESTROCK (DALLAS MILL),27.0,15,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",150.0,125,false,32.75,-96.81,37.5
1004596,EVONIK CORPORATION,23.0,3,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",260.0,125,false,30.04,-90.63,37.5
1002305,"WESTROCK TEXAS, L.P.",23.0,292,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",150.0,125,false,30.34,-94.07,37.5
1003280,PACKAGING CORP. OF AMERICA,21.0,187,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",150.0,125,false,30.69,-83.3,37.5
1002963,BOISE WHITE PAPER MILL,21.0,179,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",150.0,125,false,31.49,-87.9,37.5
1003048,"Sappi North America, Inc. - Somerset Operations",19.0,119,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",150.0,100,false,44.71,-69.64,37.5
1000196,International Paper - Pensacola Mill,19.0,238,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",150.0,125,false,30.61,-87.32,37.5
1003993,EL DORADO CHEMICAL COMPANY,18.0,3,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",260.0,125,false,33.23,-92.65,37.5
1002113,International Paper - Pine Hill Mill,16.0,275,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",150.0,125,false,31.97,-87.48,37.5
1002823,GEORGIA-PACIFIC CEDAR SPRINGS LLC,15.0,459,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",150.0,125,false,31.16,-85.1,37.5
1003966,SI GROUP INC /ROTT JCT FAC,14.0,6,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",260.0,100,false,42.86,-74.03,37.5
1000434,International Paper - Vicksburg Mill,14.0,167,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",150.0,125,false,32.53,-90.77,37.5
1000593,PIXELLE ANDROSCOGGIN LLC,11.0,502,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",150.0,100,false,44.51,-70.24,37.5
1002149,International Paper - Springfield Mill,11.0,149,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",150.0,125,false,44.06,-122.95,37.5
1002339,THILMANY MILL,3.0,310,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",150.0,100,false,44.28,-88.25,37.5
1003633,Twin Rivers Pine Bluff LLC,2.0,107,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",150.0,125,false,34.27,-92.03,37.5
1004038,CMC Steel Arizona,1.0,3,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",180.0,125,false,33.29,-111.59,37.5
1000273,"GP Big Island, LLC",0.0,77,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",150.0,100,false,37.53,-79.36,37.5
1003884,PACKAGING CORPORATION OF AMERICA-TOMAHAWK,0.0,143,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",150.0,100,false,45.45,-89.74,37.5
1004263,SHPP US LLC,0.0,2,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",260.0,100,false,42.58,-73.85,37.5
1005506,TRADEMARK NITROGEN CORP.,0.0,33,8.28,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 8.28, 'capex_million_USD': 39.95, 'opex_million_USD_per_year': 1.07}",260.0,125,false,27.95,-82.35,37.5
1005661,Archer Daniels Midland Co.,50890.0,555,20.38,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 20.38, 'capex_million_USD': 35.06, 'opex_million_USD_per_year': 0.65}",50.0,100,true,39.87,-88.89,25.0
1007643,EXXONMOBIL BATON ROUGE REFINERY AND CHEMICAL PLANT,47632.0,384,20.38,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 20.38, 'capex_million_USD': 35.06, 'opex_million_USD_per_year': 0.65}",220.0,100,false,30.48,-91.17,25.0
1007177,Cleveland-Cliffs Cleveland Works LLC,37500.0,291,20.38,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 20.38, 'capex_million_USD': 35.06, 'opex_million_USD_per_year': 0.65}",180.0,100,false,41.47,-81.67,25.0
1007339,BP Whiting Business Unit,37413.0,1029,20.38,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 20.38, 'capex_million_USD': 35.06, 'opex_million_USD_per_year': 0.65}",220.0,100,false,41.67,-87.48,25.0
1007002,SHELL DEER PARK REFINERY,36629.0,855,20.38,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 20.38, 'capex_million_USD': 35.06, 'opex_million_USD_per_year': 0.65}",220.0,125,false,29.72,-95.13,25.0
1000816,Plaquemine Cogen Facility,32550.0,76,20.38,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 20.38, 'capex_million_USD': 35.06, 'opex_million_USD_per_year': 0.65}",260.0,100,false,30.32,-91.24,25.0
1008459,Eagle US 2 LLC,31522.0,132,20.38,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 20.38, 'capex_million_USD': 35.06, 'opex_million_USD_per_year': 0.65}",177.0,100,false,30.22,-93.28,25.0
1005911,Norco Manufacturing Complex,28477.0,264,20.38,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 20.38, 'capex_million_USD': 35.06, 'opex_million_USD_per_year': 0.65}",220.0,100,false,30.0,-90.4,25.0
1006047,ADM CORN PROCESSING,27493.0,416,20.38,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 20.38, 'capex_million_USD': 35.06, 'opex_million_USD_per_year': 0.65}",50.0,100,true,41.92,-91.69,25.0
1001709,OCCIDENTAL CHEMICAL CORPORATION - Taft Facility,24633.0,33,20.38,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 20.38, 'capex_million_USD': 35.06, 'opex_million_USD_per_year': 0.65}",177.0,100,false,29.99,-90.46,25.0
1007031,St Charles Operations (Taft/Star) Union Carbide Corp,24150.0,801,20.38,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 20.38, 'capex_million_USD': 35.06, 'opex_million_USD_per_year': 0.65}",260.0,100,false,29.98,-90.44,25.0
1007518,WRB Refining LP Wood River Refinery,23530.0,453,20.38,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 20.38, 'capex_million_USD': 35.06, 'opex_million_USD_per_year': 0.65}",220.0,100,false,38.84,-90.07,25.0
1006208,ADM CORN PROCESSING,22951.0,676,20.38,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 20.38, 'capex_million_USD': 35.06, 'opex_million_USD_per_year': 0.65}",50.0,100,true,41.82,-90.21,25.0
1007438,Eastman Chemical - Texas Operations,21852.0,488,20.38,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 20.38, 'capex_million_USD': 35.06, 'opex_million_USD_per_year': 0.65}",260.0,125,false,32.45,-94.69,25.0
1007322,Delaware City Refinery,21268.0,96,20.38,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 20.38, 'capex_million_USD': 35.06, 'opex_million_USD_per_year': 0.65}",220.0,100,false,39.59,-75.63,25.0
1006985,Flint Hills Resources Pine Bend Refinery,19971.0,597,20.38,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 20.38, 'capex_million_USD': 35.06, 'opex_million_USD_per_year': 0.65}",220.0,100,false,44.76,-93.04,25.0
1006041,US STEEL - GRANITE CITY,18065.0,225,20.38,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 20.38, 'capex_million_USD': 35.06, 'opex_million_USD_per_year': 0.65}",180.0,100,false,38.7,-90.14,25.0
1005308,Searles Valley Minerals,15681.0,104,20.38,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 20.38, 'capex_million_USD': 35.06, 'opex_million_USD_per_year': 0.65}",260.0,125,false,35.76,-117.38,25.0
1006068,EXXONMOBIL OIL JOLIET REFINERY,14820.0,324,20.38,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 20.38, 'capex_million_USD': 35.06, 'opex_million_USD_per_year': 0.65}",220.0,100,false,41.42,-88.18,25.0
1006691,FORMOSA POINT COMFORT PLANT,14759.0,251,20.38,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 20.38, 'capex_million_USD': 35.06, 'opex_million_USD_per_year': 0.65}",260.0,125,false,28.69,-96.54,25.0
1006967,CHEVRON PHILLIPS - SWEENY COMPLEX,13887.0,378,20.38,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 20.38, 'capex_million_USD': 35.06, 'opex_million_USD_per_year': 0.65}",220.0,125,false,29.08,-95.74,25.0
1006012,PHILLIPS 66 CO - LAKE CHARLES REFINERY,12618.0,354,20.38,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 20.38, 'capex_million_USD': 35.06, 'opex_million_USD_per_year': 0.65}",220.0,100,false,30.24,-93.27,25.0
1007844,Paulsboro Refining Company LLC,12575.0,449,20.38,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 20.38, 'capex_million_USD': 35.06, 'opex_million_USD_per_year': 0.65}",220.0,100,false,39.84,-75.26,25.0
1007936,"Diamond Shamrock Refining Company, L.P.",12193.0,235,20.38,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 20.38, 'capex_million_USD': 35.06, 'opex_million_USD_per_year': 0.65}",220.0,100,false,35.95,-101.87,25.0
1007867,Packaging Corporation of America,12141.0,963,20.38,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 20.38, 'capex_million_USD': 35.06, 'opex_million_USD_per_year': 0.65}",150.0,100,false,35.04,-88.27,25.0
1005992,SWEENY REFINERY,11532.0,288,20.38,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 20.38, 'capex_million_USD': 35.06, 'opex_million_USD_per_year': 0.65}",220.0,125,false,29.07,-95.75,25.0
1008110,VALERO CORPUS CHRISTI REFINERY,11386.0,561,20.38,"{'direct_use_heat_breakeven_price_USD_per_MMBTU': 20.38, 'capex_million_USD': 35.06, 'opex_million_USD_per_year': 0.65}",220.0,125,false,27.82,-97.48,25.0
